calibrator,epoch,loss
C1,190,1.0294215826434083e-05
C1,191,1.0215690053883009e-05
C1,192,1.0128705071110744e-05
C1,193,1.0055413440568373e-05
C1,194,9.970442988560535e-06
C1,195,9.888694876281079e-06
C1,196,9.81258290266851e-06
C1,197,9.7348602139391e-06
C1,198,9.658750059315935e-06
C1,199,9.588679859007243e-06
C1,200,9.517805665382184e-06
C1,201,9.442095688427798e-06
C1,202,9.376051821163855e-06
C1,203,9.297525139118079e-06
C1,204,9.226247129845433e-06
C1,205,9.152953680313658e-06
C1,206,9.086508725886233e-06
C1,207,9.022882295539603e-06
C1,208,8.949587936513126e-06
C1,209,8.887167496141046e-06
C1,210,8.820320545055438e-06
C1,211,8.75629029906122e-06
C1,212,8.69386985868914e-06
C1,213,8.629436706542037e-06
C1,214,8.570642421545926e-06
C1,215,8.504598554281984e-06
C1,216,8.442581929557491e-06
C1,217,8.382578016608022e-06
C1,218,8.324990631081164e-06
C1,219,8.266197255579755e-06
C1,220,8.20901186671108e-06
C1,221,8.149814675562084e-06
C1,222,8.09504581411602e-06
C1,223,8.035444807319436e-06
C1,224,7.976649612828624e-06
C1,225,7.92027003626572e-06
C1,226,7.865099178161472e-06
C1,227,7.813553565938491e-06
C1,228,7.756368177069817e-06
C1,229,7.70522456150502e-06
C1,230,7.653678039787337e-06
C1,231,7.600520348205464e-06
C1,232,7.551792805315927e-06
C1,233,7.502662356273504e-06
C1,234,7.449907116097165e-06
C1,235,7.395541160803987e-06
C1,236,7.3504384090483654e-06
C1,237,7.303320671780966e-06
C1,238,7.25378822608036e-06
C1,239,7.207477210613433e-06
C1,240,7.158748758229194e-06
C1,241,7.113242645573337e-06
C1,242,7.0620994847558904e-06
C1,243,7.01578665029956e-06
C1,244,6.974308234930504e-06
C1,245,6.930814379302319e-06
C1,246,6.887725248816423e-06
C1,247,6.847856639069505e-06
C1,248,6.7999353632330894e-06
C1,249,6.7592609411804006e-06
C1,250,6.717781616316643e-06
C1,251,6.668650257779518e-06
C1,252,6.6303937273914926e-06
C1,253,6.58931730868062e-06
C1,254,6.547435077663977e-06
C1,255,6.507163561764173e-06
C1,256,6.4668929553590715e-06
C1,257,6.420983481802978e-06
C1,258,6.386350833054166e-06
C1,259,6.347287580865668e-06
C1,260,6.30741897111875e-06
C1,261,6.270369340199977e-06
C1,262,6.23291725787567e-06
C1,263,6.196270987857133e-06
C1,264,6.153180038381834e-06
C1,265,6.119755198596977e-06
C1,266,6.083913376642158e-06
C1,267,6.0452530306065455e-06
C1,268,6.009814569551963e-06
C1,269,5.971556220174534e-06
C1,270,5.9365206652728375e-06
C1,271,5.90309537074063e-06
C1,272,5.868059361091582e-06
C1,273,5.83503697271226e-06
C1,274,5.798792699351907e-06
C1,275,5.765770310972584e-06
C1,276,5.73113629798172e-06
C1,277,5.69892017665552e-06
C1,278,5.666300694429083e-06
C1,279,5.636097284877906e-06
C1,280,5.607504590443568e-06
C1,281,5.573273938352941e-06
C1,282,5.541056452784687e-06
C1,283,5.508839421963785e-06
C1,284,5.475011221278692e-06
C1,285,5.442794190457789e-06
C1,286,5.412187420006376e-06
C1,287,5.383192274166504e-06
C1,288,5.355807843443472e-06
C1,289,5.326811788108898e-06
C1,290,5.2970112847106066e-06
C1,291,5.263988896331284e-06
C1,292,5.234590389591176e-06
C1,293,5.204789431445533e-06
C1,294,5.179016625334043e-06
C1,295,5.149618573341286e-06
C1,296,5.123844857735094e-06
C1,297,5.093238542031031e-06
C1,298,5.06907599628903e-06
C1,299,5.040885753260227e-06
C2,0,0.5921137928962708
C2,1,0.588837742805481
C2,2,0.585625171661377
C2,3,0.5824770331382751
C2,4,0.5793943405151367
C2,5,0.5763775110244751
C2,6,0.573427677154541
C2,7,0.5705452561378479
C2,8,0.5677309036254883
C2,9,0.5649850368499756
C2,10,0.5623082518577576
C2,11,0.5597007870674133
C2,12,0.557162880897522
C2,13,0.5546948909759521
C2,14,0.5522967576980591
C2,15,0.5499684810638428
C2,16,0.5477102994918823
C2,17,0.5455216765403748
C2,18,0.5434025526046753
C2,19,0.5413528084754944
C2,20,0.5393717288970947
C2,21,0.5374590158462524
C2,22,0.5356140732765198
C2,23,0.5338361859321594
C2,24,0.5321248173713684
C2,25,0.5304791331291199
C2,26,0.5288981199264526
C2,27,0.5273811221122742
C2,28,0.5259268283843994
C2,29,0.5245343446731567
C2,30,0.5232025980949402
C2,31,0.5219302773475647
C2,32,0.5207163095474243
C2,33,0.5195592641830444
C2,34,0.5184578895568848
C2,35,0.5174107551574707
C2,36,0.5164164900779724
C2,37,0.5154736042022705
C2,38,0.5145807862281799
C2,39,0.5137363076210022
C2,40,0.5129387378692627
C2,41,0.5121866464614868
C2,42,0.5114781260490417
C2,43,0.510811984539032
C2,44,0.5101864337921143
C2,45,0.5095999240875244
C2,46,0.5090507864952087
C2,47,0.508537769317627
C2,48,0.5080589652061462
C2,49,0.5076130032539368
C2,50,0.5071981549263
C2,51,0.5068132281303406
C2,52,0.5064564347267151
C2,53,0.5061264634132385
C2,54,0.5058218240737915
C2,55,0.5055411458015442
C2,56,0.505282998085022
C2,57,0.5050460696220398
C2,58,0.5048291683197021
C2,59,0.5046309232711792
C2,60,0.504450261592865
C2,61,0.5042857527732849
C2,62,0.5041365623474121
C2,63,0.5040014982223511
C2,64,0.5038795471191406
C2,65,0.5037697553634644
C2,66,0.5036709904670715
C2,67,0.5035827159881592
C2,68,0.5035038590431213
C2,69,0.5034336447715759
C2,70,0.5033712983131409
C2,71,0.5033161640167236
C2,72,0.5032676458358765
C2,73,0.5032250285148621
C2,74,0.5031878352165222
C2,75,0.5031553506851196
C2,76,0.5031272768974304
C2,77,0.5031030774116516
C2,78,0.503082275390625
C2,79,0.5030646324157715
C2,80,0.5030495524406433
C2,81,0.5030369758605957
C2,82,0.5030264854431152
C2,83,0.503017783164978
C2,84,0.503010630607605
C2,85,0.5030048489570618
C2,86,0.5030001997947693
C2,87,0.5029966235160828
C2,88,0.5029938817024231
C2,89,0.502991795539856
C2,90,0.5029902458190918
C2,91,0.5029892325401306
C2,92,0.5029886364936829
C2,93,0.5029882192611694
C2,94,0.5029881000518799
C2,95,0.5029881596565247
C2,96,0.5029883980751038
C2,97,0.5029887557029724
C2,98,0.5029890537261963
C2,99,0.5029894113540649
C2,100,0.5029897689819336
C2,101,0.5029902458190918
C2,102,0.5029905438423157
C2,103,0.5029908418655396
C2,104,0.5029911398887634
C2,105,0.5029913187026978
C2,106,0.5029916167259216
C2,107,0.5029917359352112
C2,108,0.502991795539856
C2,109,0.5029918551445007
C2,110,0.5029918551445007
C2,111,0.5029918551445007
C2,112,0.5029917359352112
C2,113,0.5029917359352112
C2,114,0.5029915571212769
C2,115,0.5029913187026978
C2,116,0.5029913187026978
C2,117,0.5029911398887634
C2,118,0.5029909610748291
C2,119,0.5029907822608948
C2,120,0.5029906630516052
C2,121,0.5029904246330261
C2,122,0.5029902458190918
C2,123,0.5029901266098022
C2,124,0.5029898881912231
C2,125,0.5029897689819336
C2,126,0.5029895305633545
C2,127,0.5029894113540649
C2,128,0.5029892921447754
C2,129,0.5029891133308411
C2,130,0.5029890537261963
C2,131,0.5029889941215515
C2,132,0.5029888153076172
C2,133,0.5029887557029724
C2,134,0.5029886364936829
C2,135,0.5029885768890381
C2,136,0.5029884576797485
C2,137,0.5029883980751038
C2,138,0.502988338470459
C2,139,0.502988338470459
C2,140,0.5029882788658142
C2,141,0.5029882192611694
C2,142,0.5029882192611694
C2,143,0.5029882192611694
C2,144,0.5029882192611694
C2,145,0.5029882192611694
C2,146,0.5029881596565247
C2,147,0.5029881596565247
C2,148,0.5029881596565247
C2,149,0.5029881596565247
C2,150,0.5029881596565247
C2,151,0.5029881000518799
C2,152,0.5029881596565247
C2,153,0.5029882192611694
C2,154,0.5029881596565247
C2,155,0.5029881596565247
C2,156,0.5029881000518799
C2,157,0.5029881596565247
C2,158,0.5029881000518799
C2,159,0.5029881000518799
C2,160,0.5029881596565247
C2,161,0.5029881596565247
C2,162,0.5029881000518799
C2,163,0.5029881000518799
C2,164,0.5029881000518799
C2,165,0.5029881596565247
C2,166,0.5029881596565247
C2,167,0.5029881000518799
C2,168,0.5029881000518799
C2,169,0.5029881000518799
C2,170,0.5029881000518799
C2,171,0.5029881596565247
C2,172,0.5029881000518799
C2,173,0.5029881596565247
C2,174,0.5029881000518799
C2,175,0.5029881000518799
C2,176,0.5029881596565247
C2,177,0.5029881000518799
C2,178,0.5029881000518799
C2,179,0.5029881596565247
C2,180,0.5029881000518799
C2,181,0.5029881000518799
C2,182,0.5029881000518799
C2,183,0.5029881000518799
C2,184,0.5029881000518799
C2,185,0.5029881000518799
C2,186,0.5029881000518799
C2,187,0.5029881000518799
C2,188,0.5029881596565247
C2,189,0.5029881596565247
C2,190,0.5029881596565247
C2,191,0.5029881000518799
C2,192,0.5029881000518799
C2,193,0.5029881000518799
C2,194,0.5029881000518799
C2,195,0.5029881000518799
C2,196,0.5029881596565247
C2,197,0.5029881596565247
C2,198,0.5029881596565247
C2,199,0.5029881000518799
C2,200,0.5029881000518799
C2,201,0.5029881596565247
C2,202,0.5029881000518799
C2,203,0.5029881596565247
C2,204,0.5029882192611694
C2,205,0.5029881596565247
C2,206,0.5029881000518799
C2,207,0.5029882192611694
C2,208,0.5029881596565247
C2,209,0.5029881596565247
C2,210,0.5029881596565247
C2,211,0.5029881596565247
C2,212,0.5029881596565247
C2,213,0.5029881596565247
C2,214,0.5029881596565247
C2,215,0.5029881000518799
C2,216,0.5029881000518799
C2,217,0.5029881000518799
C2,218,0.5029881000518799
C2,219,0.5029881000518799
C2,220,0.5029881000518799
C2,221,0.5029881000518799
C2,222,0.5029881000518799
C2,223,0.5029881596565247
C2,224,0.5029881596565247
C2,225,0.5029881596565247
C2,226,0.5029881596565247
C2,227,0.5029881596565247
C2,228,0.5029881596565247
C2,229,0.5029882192611694
C2,230,0.5029881596565247
C2,231,0.5029881000518799
C2,232,0.5029881596565247
C2,233,0.5029881596565247
C2,234,0.5029882192611694
C2,235,0.5029881000518799
C2,236,0.5029881596565247
C2,237,0.5029882192611694
C2,238,0.5029882192611694
C2,239,0.5029881596565247
C2,240,0.5029881000518799
C2,241,0.5029881000518799
C2,242,0.5029881596565247
C2,243,0.5029881596565247
C2,244,0.5029881000518799
C2,245,0.5029881596565247
C2,246,0.5029881596565247
C2,247,0.5029881596565247
C2,248,0.5029881596565247
C2,249,0.5029881596565247
C2,250,0.5029882192611694
C2,251,0.5029882192611694
C2,252,0.5029882192611694
C2,253,0.5029881596565247
C2,254,0.5029881596565247
C2,255,0.5029881596565247
C2,256,0.5029881596565247
C2,257,0.5029881596565247
C2,258,0.5029881596565247
C2,259,0.5029882192611694
C2,260,0.5029881596565247
C2,261,0.5029881596565247
C2,262,0.5029881596565247
C2,263,0.5029881596565247
C2,264,0.5029881596565247
C2,265,0.5029881596565247
C2,266,0.5029881596565247
C2,267,0.5029881596565247
C2,268,0.5029882192611694
C2,269,0.5029881596565247
C2,270,0.5029881596565247
C2,271,0.5029881596565247
C2,272,0.5029881596565247
C2,273,0.5029881596565247
C2,274,0.5029881596565247
C2,275,0.5029881596565247
C2,276,0.5029881596565247
C2,277,0.5029881596565247
C2,278,0.5029881596565247
C2,279,0.5029881596565247
C2,280,0.5029881596565247
C2,281,0.5029882192611694
C2,282,0.5029882192611694
C2,283,0.5029882192611694
C2,284,0.5029882192611694
C2,285,0.5029882192611694
C2,286,0.5029882192611694
C2,287,0.5029882192611694
C2,288,0.5029882192611694
C2,289,0.5029882192611694
C2,290,0.5029882192611694
C2,291,0.5029882192611694
C2,292,0.5029882192611694
C2,293,0.5029882192611694
C2,294,0.5029882192611694
C2,295,0.5029882192611694
C2,296,0.5029882192611694
C2,297,0.5029882192611694
C2,298,0.5029882192611694
C2,299,0.5029882192611694
C4,0,0.5954688787460327
C4,1,0.5889289379119873
C4,2,0.5828797817230225
C4,3,0.5772726535797119
C4,4,0.5720400810241699
C4,5,0.5671113133430481
C4,6,0.5624220371246338
C4,7,0.5579283833503723
C4,8,0.5536094307899475
C4,9,0.5494574308395386
C4,10,0.5454694032669067
C4,11,0.5416436195373535
C4,12,0.5379782319068909
C4,13,0.5344706177711487
C4,14,0.5311169624328613
C4,15,0.5279116034507751
C4,16,0.524847149848938
C4,17,0.5219146609306335
C4,18,0.5191044807434082
C4,19,0.5164074301719666
C4,20,0.5138147473335266
C4,21,0.5113195776939392
C4,22,0.5089165568351746
C4,23,0.5066020488739014
C4,24,0.5043737292289734
C4,25,0.5022294521331787
C4,26,0.500167965888977
C4,27,0.49818745255470276
C4,28,0.49628621339797974
C4,29,0.4944620132446289
C4,30,0.49271249771118164
C4,31,0.491035133600235
C4,32,0.48942726850509644
C4,33,0.4878864288330078
C4,34,0.4864100217819214
C4,35,0.4849957525730133
C4,36,0.4836408793926239
C4,37,0.4823431074619293
C4,38,0.4810998737812042
C4,39,0.47990888357162476
C4,40,0.47876763343811035
C4,41,0.4776740074157715
C4,42,0.4766257703304291
C4,43,0.4756205677986145
C4,44,0.4746565818786621
C4,45,0.4737318158149719
C4,46,0.4728441834449768
C4,47,0.4719916582107544
C4,48,0.4711726903915405
C4,49,0.47038528323173523
C4,50,0.46962788701057434
C4,51,0.46889907121658325
C4,52,0.46819743514060974
C4,53,0.46752163767814636
C4,54,0.46687039732933044
C4,55,0.4662427604198456
C4,56,0.4656374454498291
C4,57,0.4650537073612213
C4,58,0.4644903540611267
C4,59,0.46394649147987366
C4,60,0.46342137455940247
C4,61,0.4629138708114624
C4,62,0.46242350339889526
C4,63,0.4619493782520294
C4,64,0.46149060130119324
C4,65,0.46104666590690613
C4,66,0.46061673760414124
C4,67,0.4602002501487732
C4,68,0.45979660749435425
C4,69,0.45940518379211426
C4,70,0.45902541279792786
C4,71,0.4586569368839264
C4,72,0.458298921585083
C4,73,0.457951158285141
C4,74,0.4576130509376526
C4,75,0.45728421211242676
C4,76,0.4569644033908844
C4,77,0.4566528797149658
C4,78,0.45634952187538147
C4,79,0.45605403184890747
C4,80,0.45576587319374084
C4,81,0.45548486709594727
C4,82,0.45521071553230286
C4,83,0.4549431800842285
C4,84,0.4546818435192108
C4,85,0.45442649722099304
C4,86,0.4541771113872528
C4,87,0.4539331793785095
C4,88,0.4536947011947632
C4,89,0.45346131920814514
C4,90,0.45323288440704346
C4,91,0.4530091881752014
C4,92,0.45279020071029663
C4,93,0.4525756537914276
C4,94,0.4523653984069824
C4,95,0.45215919613838196
C4,96,0.4519570469856262
C4,97,0.4517586827278137
C4,98,0.45156410336494446
C4,99,0.45137307047843933
C4,100,0.45118552446365356
C4,101,0.45100122690200806
C4,102,0.45082026720046997
C4,103,0.450642466545105
C4,104,0.45046767592430115
C4,105,0.45029589533805847
C4,106,0.450126975774765
C4,107,0.44996076822280884
C4,108,0.44979721307754517
C4,109,0.44963639974594116
C4,110,0.44947803020477295
C4,111,0.4493221342563629
C4,112,0.4491688013076782
C4,113,0.44901761412620544
C4,114,0.4488687813282013
C4,115,0.4487221837043762
C4,116,0.4485777020454407
C4,117,0.44843536615371704
C4,118,0.44829505681991577
C4,119,0.44815677404403687
C4,120,0.4480202794075012
C4,121,0.4478858411312103
C4,122,0.44775325059890747
C4,123,0.4476225674152374
C4,124,0.44749343395233154
C4,125,0.44736620783805847
C4,126,0.4472406208515167
C4,127,0.44711676239967346
C4,128,0.446994423866272
C4,129,0.44687381386756897
C4,130,0.4467546343803406
C4,131,0.44663703441619873
C4,132,0.44652095437049866
C4,133,0.4464062750339508
C4,134,0.4462931156158447
C4,135,0.4461812674999237
C4,136,0.4460708200931549
C4,137,0.4459618330001831
C4,138,0.4458540976047516
C4,139,0.4457477033138275
C4,140,0.44564247131347656
C4,141,0.44553861021995544
C4,142,0.4454360008239746
C4,143,0.4453345537185669
C4,144,0.44523441791534424
C4,145,0.4451353847980499
C4,146,0.4450374245643616
C4,147,0.44494062662124634
C4,148,0.44484496116638184
C4,149,0.44475042819976807
C4,150,0.44465702772140503
C4,151,0.4445646107196808
C4,152,0.4444732964038849
C4,153,0.4443829655647278
C4,154,0.44429370760917664
C4,155,0.4442053437232971
C4,156,0.4441179931163788
C4,157,0.44403165578842163
C4,158,0.4439462125301361
C4,159,0.443861722946167
C4,160,0.44377827644348145
C4,161,0.44369569420814514
C4,162,0.44361385703086853
C4,163,0.4435330629348755
C4,164,0.4434530735015869
C4,165,0.4433739185333252
C4,166,0.4432956576347351
C4,167,0.44321826100349426
C4,168,0.4431416690349579
C4,169,0.443065881729126
C4,170,0.44299080967903137
C4,171,0.4429165720939636
C4,172,0.44284316897392273
C4,173,0.4427706003189087
C4,174,0.4426986575126648
C4,175,0.44262751936912537
C4,176,0.44255703687667847
C4,177,0.4424874484539032
C4,178,0.44241848587989807
C4,179,0.4423501491546631
C4,180,0.4422825872898102
C4,181,0.4422157406806946
C4,182,0.44214949011802673
C4,183,0.4420839548110962
C4,184,0.4420190751552582
C4,185,0.4419548511505127
C4,186,0.44189128279685974
C4,187,0.4418284296989441
C4,188,0.44176608324050903
C4,189,0.4417043626308441
C4,190,0.44164329767227173
C4,191,0.4415828287601471
C4,192,0.4415229558944702
C4,193,0.4414636492729187
C4,194,0.4414049983024597
C4,195,0.4413468539714813
C4,196,0.4412893056869507
C4,197,0.441232293844223
C4,198,0.4411758780479431
C4,199,0.4411199986934662
C4,200,0.441064715385437
C4,201,0.44100984930992126
C4,202,0.44095560908317566
C4,203,0.4409019351005554
C4,204,0.44084858894348145
C4,205,0.4407958686351776
C4,206,0.44074368476867676
C4,207,0.44069191813468933
C4,208,0.44064071774482727
C4,209,0.4405899941921234
C4,210,0.44053971767425537
C4,211,0.4404899477958679
C4,212,0.44044065475463867
C4,213,0.44039174914360046
C4,214,0.4403434693813324
C4,215,0.4402954876422882
C4,216,0.4402480721473694
C4,217,0.4402010440826416
C4,218,0.44015440344810486
C4,219,0.4401082694530487
C4,220,0.44006261229515076
C4,221,0.44001734256744385
C4,222,0.43997249007225037
C4,223,0.4399280548095703
C4,224,0.4398840069770813
C4,225,0.43984031677246094
C4,226,0.4397971034049988
C4,227,0.43975430727005005
C4,228,0.43971195816993713
C4,229,0.4396698474884033
C4,230,0.4396282732486725
C4,231,0.4395869970321655
C4,232,0.4395461082458496
C4,233,0.4395056664943695
C4,234,0.4394654929637909
C4,235,0.4394257366657257
C4,236,0.43938642740249634
C4,237,0.43934738636016846
C4,238,0.4393087923526764
C4,239,0.4392704665660858
C4,240,0.4392325282096863
C4,241,0.439194917678833
C4,242,0.439157634973526
C4,243,0.4391207695007324
C4,244,0.4390842020511627
C4,245,0.4390479028224945
C4,246,0.4390121102333069
C4,247,0.4389764666557312
C4,248,0.4389412999153137
C4,249,0.43890631198883057
C4,250,0.4388717710971832
C4,251,0.4388374984264374
C4,252,0.43880346417427063
C4,253,0.4387698173522949
C4,254,0.4387364983558655
C4,255,0.4387034773826599
C4,256,0.43867066502571106
C4,257,0.438638299703598
C4,258,0.43860623240470886
C4,259,0.43857434391975403
C4,260,0.4385427236557007
C4,261,0.43851152062416077
C4,262,0.43848052620887756
C4,263,0.438449889421463
C4,264,0.43841952085494995
C4,265,0.438389390707016
C4,266,0.4383595287799835
C4,267,0.4383299648761749
C4,268,0.4383006691932678
C4,269,0.4382716417312622
C4,270,0.4382428526878357
C4,271,0.43821436166763306
C4,272,0.4381861388683319
C4,273,0.43815818428993225
C4,274,0.4381304383277893
C4,275,0.438103049993515
C4,276,0.43807584047317505
C4,277,0.4380488693714142
C4,278,0.4380221366882324
C4,279,0.43799570202827454
C4,280,0.43796950578689575
C4,281,0.43794354796409607
C4,282,0.4379177987575531
C4,283,0.437892347574234
C4,284,0.43786707520484924
C4,285,0.43784207105636597
C4,286,0.43781739473342896
C4,287,0.4377928376197815
C4,288,0.43776851892471313
C4,289,0.4377444386482239
C4,290,0.43772050738334656
C4,291,0.4376968741416931
C4,292,0.4376734495162964
C4,293,0.43765029311180115
C4,294,0.43762725591659546
C4,295,0.43760454654693604
C4,296,0.4375818967819214
C4,297,0.4375596046447754
C4,298,0.43753743171691895
C4,299,0.4375155568122864
C3,0,0.5954688787460327
C3,1,0.5911012887954712
C3,2,0.5848132967948914
C3,3,0.576393187046051
C3,4,0.5658968091011047
C3,5,0.5534583926200867
C3,6,0.539369523525238
C3,7,0.524194061756134
C3,8,0.5088088512420654
C3,9,0.4943517744541168
C3,10,0.48210135102272034
C3,11,0.47324568033218384
C3,12,0.4684698283672333
C3,13,0.4674673080444336
C3,14,0.4688437283039093
C3,15,0.4706816077232361
C3,16,0.4713766574859619
C3,17,0.4701741933822632
C3,18,0.4671419858932495
C3,19,0.4628518521785736
C3,20,0.45808514952659607
C3,21,0.4536491334438324
C3,22,0.45023348927497864
C3,23,0.4481353759765625
C3,24,0.44688278436660767
C3,25,0.4456107020378113
C3,26,0.44404807686805725
C3,27,0.44248804450035095
C3,28,0.4411686956882477
C3,29,0.4400138556957245
C3,30,0.43878498673439026
C3,31,0.43731045722961426
C3,32,0.43559640645980835
C3,33,0.43381571769714355
C3,34,0.43221962451934814
C3,35,0.4310063123703003
C3,36,0.4301873743534088
C3,37,0.42954209446907043
C3,38,0.4287547469139099
C3,39,0.4276633560657501
C3,40,0.4263875484466553
C3,41,0.4252385199069977
C3,42,0.4244896471500397
C3,43,0.4241049289703369
C3,44,0.42365923523902893
C3,45,0.42282286286354065
C3,46,0.42184653878211975
C3,47,0.421189546585083
C3,48,0.42088553309440613
C3,49,0.4205617904663086
C3,50,0.41999879479408264
C3,51,0.4193766415119171
C3,52,0.41899916529655457
